turn_id,title,video_url,view,channel_url,channel_name,video_length,create_stamp,queriy,scrape_at,channel_country,channel_subscriber,mean_view,create_at,tag,description,like,dislike
52,Naruto | Sadness and Sorrow Chinese version by OctoEast,/watch?v=epBOqOp3oQo,52895,/user/8waysmusic,八荒印痕OctoEast,4 分 47 秒,1 年,NARUTO 火影忍者,2020/08/28,,,,2019/05/08,"naruto,naruto sadness and sorrow,naruto sadness and sorrow piano,naruto sadness and sorrow remix,sadness and sorrow guitar,sadness and sorrow remix,火影忍者,鳴人,Kurama,sasuke,佐助,kakashi,hokage,Shippuden,疾風傳,第三代火影,自來也,木葉,八荒印痕,OctoEast,笛子,ナルト,Uzumaki,うずまきナルト,サスケ,うちは,二胡,國樂,sadness and sorrow,naruto op,naruto song cover",Welcome to subscribe our channel ▶ https://bit.ly/3hOyi5G Don't Forget To Click Bell Button For Latest Notification This song is from Naruto Arranged by Octo...,1906,13
53,【NARUTO×BORUTO忍里五分鐘攻略】火影忍者迷來報數！五分鐘帶你攻略忍里！快來當一日忍者！,/watch?v=HEbEQoOaGBc,3451,/channel/UClJVdsDI3pJlBm7IpYgurow,Shaness,4 分 55 秒,1 年,NARUTO 火影忍者,2020/08/28,,,,2019/06/07,"火影忍者,鳴人,小櫻,佐助,曉,大蛇丸,鼬,博人傳,卡卡西,自來也,綱手,NARUTO,BORUTO,我愛羅,一樂拉麵,木葉忍者村,五影,火影忍者完結篇,淡路島,二次元之森,大阪,兵庫,天之卷,地之卷,忍者,木葉,火影",#火影忍者樂園#Naruto#Boruto#忍里#五分鐘攻略 嗨，大家好 我是Shaness❤ 又來到Vlog的時間～ 這次要帶大家到四月份日本兵庫縣淡路島公園二次元之森 新開幕的「忍里」來朝聖囉٩(♡ε♡ )۶٩(♡ε♡ )۶ 相信火影給我們帶來了很多美好的回憶 身為火影迷，怎能不衝一波呢？ 這支影片帶你用五分...,67,2
54,【阿隆開箱】火影忍者 超可愛蚊香眼 naruto 佐助 鳴人 忍界大戰 mh chimi mega ちみメガ 系列！！,/watch?v=dfAd_7k39RU,982,/user/mika83305,絕對是阿隆,3 分 28 秒,10 か月,NARUTO 火影忍者,2020/08/28,,,,2019/10/12,"火影忍者,NARUTO,佐助,鳴人,chimi,mega,chimimega,mh,蚊香眼,megahouse,Q版,開箱,阿隆開箱,可愛,玩具,模型,公仔,figure,ちみメガ,ナルト,サスケ,うちは,うずまき,火影,忍者,火影開箱",Megahouse旗下 chimi mega ちみメガ 宇智波佐助以及漩渦鳴人開箱啦！！！,23,No
55,Tsunami Warning - Naruto Online,/watch?v=P_IZGAmwAxs,24864,/channel/UCGfLHpssqTxr5iymnxCncpQ,齒鯨,13 分 6 秒,1 年,NARUTO 火影忍者,2020/08/28,,,,2018/12/05,"“This Is How You Recruit Ten Tails Jinchuriki”招募十尾斑实况,“兇殘的忍考第300關” Ninja Exam lvl 300 Is In Hell Difficulty,“穢土水門傷害感人” Edo Minato's Damage Makes Me Wanna Cry,“九尾入侵第一名” Nine Tails Invasion First Place,“雷影天下第一！”Raikage the King of the World!,“Level 70 With 211K Power” 鬼大佬70级21万战力,“Six Paths Naruto (502K) Gameplay” 50万老李的六道鸣人,“Super Saiyan 2.0” 超级赛亚人2.0,104K Ingots 5 Star Sage Kabuto Gameplay - Naruto Online", ,789,22
56,【BIG BIGGG講動畫】火影忍者疾風傳 大結局 影評心得+劇情解析 (有防雷),/watch?v=A8Oow-JM814,1055288,/channel/UCSi3cVjbwI65gHQyfKBwIoA,BIG BIGGG,7 分 5 秒,3 年,NARUTO 火影忍者,2020/08/28,,,,2017/04/03,"火影忍者,naruto,講動畫,博人傳,boruto",火影忍者疾風傳 動畫 也終於結局囖 我當然也要來說出我的感想心得 *結局 是720集哦 強力推薦你們去看看 訂閱請點➡︎https://goo.gl/AFWb57 合作邀請➡︎tks2001seng@gmail.com 如果你希望可以鼓勵我，願意贊助我，請點這邊： https://goo.gl/W77BXl 感謝...,6615,926
59,【MAD】火影忍者 -ナルト- NARUTO 誕生日おめでとう【二十年，生日快樂，忍者們】,/watch?v=ODc56HVpucE,378,/channel/UCafbOBB88RZplxSAOtd4S1g,Namake Neko,5 分 21 秒,8 か月,NARUTO 火影忍者,2020/08/28,,,,2019/12/26,,►影片最後一分鐘因有版權問題所以用圖片代替 ─────────────────────── 【轉自】BiliBili 【作者】少卿菌 https://space.bilibili.com/41918223?spm_id_from=333.788.b_765f7570696e666f.2 【影片原址】https:/...,8,No
63,Naruto 火影忍者 第305話 (1/3),/watch?v=WiShMIoJMhY,10361,/user/o0JANNCE0o,o0JANNCE0o,7 分 45 秒,11 年,NARUTO 火影忍者,2020/08/28,,,,2009/02/06,"Naruto,火影忍者,第305話,火影,忍者,305",Naruto 火影忍者 第305話,10,No
65,"【NARUTO】ナルト忍術 印の組み方・印の結び講座2019   ハウトゥー印レッスン　How to Ninjutsu, Ninja Lesson【BORUTO】",/watch?v=0UakYLTiplc,4704149,/user/degidoga,K.E.N-DIGIT,7 分 11 秒,1 年,NARUTO 火影忍者,2020/08/28,,,,2019/05/21,"naruto,印,忍者,学校,ninja,hand seals,九字印,忍術,jutsu,how to,子丑寅卯辰巳午未申酉戌亥,ナルト,うずまきナルト,はたけカカシ,K.E.N-DIGIT,ケンディジット,屍鬼封尽,業火球の術,火遁,水遁,shikifujin,kakashi,ninjutsu,lesson,kuji in,組み方,いん,土遁,雷遁,火影,hokage,Hand sign,Handsign,Signos de mano,Sinais de mão,Tanda tangan,Signes de la main,Ручные знаки,ناروتو علامات اليد,火影忍者手勢,손 표시,Znaki ręczne,El işaretleri,#StayHome,#WithMe","Hello everyone in the world!, I am K.E.N-DIGIT of Japanese living in Tokyo. I'm studying Naruto Shippuden's &quot;hand seals / hand signs / hand gesture&quot;. Reprodu...",113714,4866
66,【翻唱】Maggie - 青鳥/ブルーバード《火影忍者疾風傳 /NARUTO -ナルト- 疾風伝》,/watch?v=-2oq7HsLX94,473,/user/GuaJean,MIND KIM,3 分 36 秒,1 年,NARUTO 火影忍者,2020/08/28,,,,2019/05/14,"指彈,吉他,鋼琴,翻唱,中字,抖音,青鳥,NARUTO,火影忍者,字幕,Maggie,COVER,動態字幕,火影忍者疾風傳,ナルト,ブルーバード",#翻唱 #青鳥 #ブルーバード,5,非表示
67,60  NARUTO×BORUTO 忍者熱闘 火影忍者手遊 宇智波帶人(十尾的祭品之力) 新轉蛋71抽 + 技能介紹 + 突襲任務介紹,/watch?v=ynY3X1wfj_w,2190,/channel/UCZVV2DGUlcwyK3XRyNAYrLA,Bruce布魯斯,10 分 5 秒,4 か月,NARUTO 火影忍者,2020/08/28,,,,2020/04/12,"NARUTO×BORUTO 忍者熱闘,NARUTO×BORUTO,忍者熱闘,火影忍者,手遊,宇智波,宇智波帶人,帶人,十尾的祭品之力,十尾,轉蛋,技能,突襲任務",2020/04/12 帶人居然這個快就出奧義2.0!!! facebook : https://www.facebook.com/Bruce666/ 如果覺得我的影片還不錯的話 麻煩幫我點個訂閱 您的訂閱也是我的動力 讓我把更多遊戲實況分享給大家 記得點完訂閱 要把旁邊灰色的鈴鐺也點一下 這樣以後更新的影片你都會...,29,No
68,火影忍者十大男色排行榜NARUTO TOP10 HANDSOME MEN,/watch?v=OkM-IQDaiYg,99063,/channel/UCeBekLhn6TBwndp8Y-w49RA,outlooker外行員,3 分 50 秒,4 年,NARUTO 火影忍者,2020/08/28,,,,2016/05/22,, ,272,53
69,【開箱】 宇智波 佐助 Grandista nero 火影忍者 疾風傳 ! NARUTO ナルト 疾風伝 / うちはサスケ / Uchiha Sasuke / Unboxing,/watch?v=GC6gAf4rYNQ,6229,/channel/UC5D5EPcD_9J2uNTpDuTn1Ww,至高的收藏 ! Toy High !,3 分 3 秒,3 か月,NARUTO 火影忍者,2020/08/28,,,,2020/05/11,,抽獎活動已結束 ● YouTube 主頁： http://www.youtube.com/c/至高的收藏ToyHigh ● Facebook 粉絲團： https://www.facebook.com/ToyHighhh ● Instagram粉絲團：https://www.instagram.com/toyhi...,135,8
70,"【火影忍者naruto】蠍vs小櫻,千代婆婆！(中文字幕)",/watch?v=jz1kSocjgvw,2347,/channel/UCL0b7JX0qp948B21aObk2JA,明兒我會穿上袈裟,11 分 29 秒,2 年,NARUTO 火影忍者,2020/08/28,,,,2017/11/22,"阿寶動漫,明兒我會穿上袈裟,【火影忍者naruto】,火影忍者,Naruto,剪輯完的動漫,剪輯完的火影,我會穿上袈裟,穿上袈裟,蠍vs小櫻,千代婆婆,千代婆婆！,【火影忍者naruto】蠍vs小櫻,Sasori vs Haruno Sakura,Chiyo,サソリvs 春野サクラ,ゼツ,千代婆婆！(",Naruto Shippuden - Epic Scene - Full Fight - Movie - OVA - Filler - The Day Naruto Became Hokage Anime : English Subtitles 如果喜歡就按個讚訂閱我嚕！感謝各位=] 如有版權問題 敬請來信通知 ...,8,No
71,【AMV】火影忍者  NARUTO,/watch?v=Rqz4thLwCho,2737,/user/rhuwig,しいルート 東シナ海の新,10 分 38 秒,5 年,NARUTO 火影忍者,2020/08/28,,,,2015/07/10,"NARUTO,Naruto (Comic Book Series),火影忍者,AMV,MAD", ,14,2
72,宁次vs鬼童丸_白眼的秘密【火影忍者/火影博人传】#战斗剪接,/watch?v=sKo-tjPAozY,2908054,/channel/UCDMAskQ1GhcGDjUuryw1LLQ,Daymonth天月,12 分 19 秒,1 年,NARUTO 火影忍者,2020/08/28,,,,2018/12/01,宁次,宁次vs鬼童丸_白眼的秘密【火影忍者/火影博人传】#战斗剪接 ✔如果画质有问题，可以点击齿轮，选择720p/1080p (HD高清) ✔ 如有任何疑问，请在我视频下方留言，更多精彩视频，尽请留守Daymonth天月频道。 ▼ 订阅： http://bit.ly/2n2u2oY ▼面子书专页: http://bit...,7932,1019
75,Naruto Online - Sasori蠍No Main Arena（サソリのバトル）,/watch?v=p_EcF3CFlAg,2062,/channel/UCnWhvFD-lUtFlspkg581GYA,Herrington Kaguya,15 分 47 秒,2 年,NARUTO 火影忍者,2020/08/28,,,,2018/08/02,"Naruto Online,蠍サソリ,Sasori",more naruto online video Mybilibilizone:https://space.bilibili.com/34580757/#/,59,3
76,Naruto Online Mobile (火影忍者OL) | ITACHI UCHIHA | SASUKE TRIAL,/watch?v=QdUiajUyx_I,6352,/user/kjboy91,Swiggity Swag,21 分 7 秒,1 年,NARUTO 火影忍者,2020/08/28,,,,2018/09/13,"naruto online,naruto,naruto shippuden,naruto online gameplay,naruto mmorpg,naruto browser mmorpg,naruto 3d mmorpg,naruto gameplay,naruto online tutorial,naruto online new ninjas,swiggity swag,naruto online guide,naruto online updates,naruto online summon scrolls,naruto online seal scrolls,oasis,games,game,tencent",My Discord: https://discord.gg/a6JBcbc So....Itachi is a beast. These ss characters are nothing to mess around with. First time fighting itachi uchiha during...,74,3
1,七龍珠-龍珠英雄1~20集 總整理  (中文字幕),/watch?v=qVujPX8Msg0,189442,/channel/UCOBfY6WUG_4PPA-1A4Z_enw,Rosam Lu,2 時間 15 分 26 秒,5 か月,七龍珠,2020/08/28,,,,2020/02/28,七龍珠,龍珠英雄1~20集 (中文字幕),1907,77
4,動漫戰爭：全王vs全魔 (龍珠同人),/watch?v=1dixDfW5cvk,342954,/channel/UClFv-CL7LjsYV_0Umj_1K8g,Jax Chan,15 分 32 秒,8 か月,七龍珠,2020/08/28,,,,2019/11/29,,由MaSTAR Media制作 作者頻道：https://www.youtube.com/channel/UCObfIFcPxDOsyNXTG3ISyBg 下一集：https://youtu.be/j2caDE3kxAs 個人重新剪輯 未經許可不得轉載,2057,329
5,七龍珠 特別篇 絕望的反抗 中文字幕 ドラゴンボールZ 絶望への反抗,/watch?v=s-m6jmHtm-M,7272,/channel/UCAcyCDp_oyxx7TyIKjF9mDw,特南克斯大特,48 分 8 秒,5 か月,七龍珠,2020/08/28,,,,2020/02/29,#七龍珠,日文發音 中文字幕 如翻譯有勿 歡迎在底下留言,144,2
6,台灣1991真人高清版《新七龍珠》,/watch?v=uqA4HLXOX1U,85788,/channel/UCmDYw5V9CL-C-pDLArXVmqQ,超级赛亚人,1 時間 29 分 54 秒,2 年,七龍珠,2020/08/28,,,,2018/05/20,,主演 陈子强，黄仲裕，谢金燕，郑同村，金涂，李宜娟 剧情简介 外星魔王希望控制全人类进而领导全世界，他知道只要取得七颗龙珠，就能达成他的梦想，如今他已取得两颗，其他五颗在乐平，丫头，龟仙人，悟空及八戒手中。于是他派遣蓝战士斯巴达与金战士玛莉亚去强抢回来，经过一场恶斗，斯巴达及玛莉亚均被击败。悟空知道要世界和平，一...,591,71
7,七龍珠改 悟空超2 對戰魔人普烏,/watch?v=N2iQ-gCyGA4,2759179,/channel/UCTMBiqDX6U-pr4rTQf0L-Dw,kuro to,3 分 29 秒,3 年,七龍珠,2020/08/28,,,,2016/10/16,, ,7113,461
12,七龍珠超之搞笑篇-棒球版,/watch?v=S2Om4k6_-PI,53338,/user/benlos52761234,冠宏林,3 分 13 秒,2 年,七龍珠,2020/08/28,,,,2018/04/27,, ,242,16
13,七龍珠 悟天變超賽1 碧兒眼珠都快掉出來,/watch?v=Td8Momu34Fo,1062957,/channel/UC7HiAoMN6rHTRGv-Wk2Se8w,阿盛,1 分 57 秒,2 年,七龍珠,2020/08/28,,,,2018/08/18,"七龍珠,孫悟空,悟空,龍珠,超級賽亞人,童年,七龍珠Z,悟天,特蘭克斯",七龍珠 悟天變超賽1 碧兒眼珠都快掉出來,3379,495
14,七龍珠教你如何羞辱對手,/watch?v=RpTfYJmiRxE,134193,/channel/UCpj4BTMgpio2GDtKdwSav6g,Willie870307【3號頻道】B,11 分 46 秒,5 か月,七龍珠,2020/08/28,,,,,,當兩方出現實力差距時，較強勢的一方可能會用言語或肢體動作來羞辱（或消遣）弱勢的一方。這次就來整理七龍珠史上一些羞辱對手的手段吧！ ===============★影片備份★=============== ➤已被下架的影片可以透過下列網址前往觀看：https://docs.google.com/spreadshee...,1152,43
17,【七龍珠Z：卡卡洛特】中文版劇情剪輯版第一章 - 賽亞人來襲！擁有極限力量的超級戰士！,/watch?v=AbV30ZAtdoA,9756,/user/Ascrol,呆小笨Ascrol,1 時間 32 分 24 秒,7 か月,七龍珠,2020/08/28,,,,,"卡卡洛特,七龍珠,小笨實況,劇情,中文",【七龍珠Z：卡卡洛特】的劇情剪輯版！可以當成動畫來看！ 喜歡的話請訂閱一下或將影片分享出去，感謝您 Youtube頻道訂閱：https://www.youtube.com/c/Ascrol 【七龍珠Z卡卡洛特】劇情剪輯版清單：https://www.youtube.com/playlist?list=PLxBLc...,55,3
18,七龍珠Z -真人電影(2017)  DRAGON BALL Z,/watch?v=c1ggz1yjRbg,143197,/user/boy700302,神風影音,22 分 5 秒,3 年,七龍珠,2020/08/28,,,,2016/11/12,"七龍珠,龍珠,電影,真人,DRAGON BALL,SUPER,MOVIES,2017,超級,賽亞人",DRAGON BALL SUPER -REAL LIFE MOVIES (2017) 轉貼自:pelicula de accion completa en español 『轉貼分享』：版權歸原創作者所有,279,446
19,Dragon Ball - Gohan vs cell ドラゴンボール-孫悟飯VSセル 七龍珠-超二悟飯VS西魯/斯路,/watch?v=eJJbF5YCRHI,295512,/user/TheGundamG,Gundam G,3 分 14 秒,2 年,七龍珠,2020/08/28,,,,2017/12/16,, ,2752,167
21,ドラゴンボール (七龍珠) OP＆ED全曲,/watch?v=LBoNgMztfU0,714830,/channel/UCRFFTZPDfPbcYKJj-O1QWVg,yin godean,43 分 46 秒,1 年,七龍珠,2020/08/28,,,,2018/12/27,, ,4559,245
22,七龍珠最早主題曲原唱者LIVE演唱,/watch?v=-rP14mG5Uk8,2773489,/user/AWU000,AWU000,2 分 40 秒,10 年,七龍珠,2020/08/28,,,,2010/03/25,"七龍珠主題曲,HD",七龍珠主題曲 Dragon Ball,9418,236
24,七龍珠 龍珠超 龍珠英雄1-12  Super Dragon Ball Heroes 1-12                      中文版  #SuperDragonBall,/watch?v=l_CY-TrBmZs,36042,/channel/UCU3zYlpq_HYwYWjNesySLKA,傑尼龜藍寶,1 時間 29 分 59 秒,1 年,七龍珠,2020/08/28,,,,2019/07/19,#睡覺#經典老歌#外掛#韓國瑜#高雄#台灣#外星人#抓老鼠#畫#腹肌#爆笑,不定時發佈新片喔 #七龍珠 #孫悟空 #超級賽亞人 #龍珠超 #龜派氣功 #龍珠 #KUKO #SUPER #SuperDragonBall,198,13
27,七龍珠改 撒旦爆怒,/watch?v=CCtAF2PJTIA,1591663,/channel/UC3fBqjMzRylGe8w3nFkBCGw,寂寞很痛,2 分 47 秒,3 年,七龍珠,2020/08/28,,,,2016/11/24,"七龍珠改,七龍珠,七龍珠改 撒旦爆怒片段",七龍珠改 撒旦爆怒,4870,382
28,美食獵人×ONE PIECE×七龍珠Z 紀念合作特別篇  路飛＆悟空＆阿虜VS海之大胃王,/watch?v=7rjCj8aqLiI,26322,/channel/UChFV2TKvYdX36FLfuKal6Iw,洪霆瑋,2 分 23 秒,3 年,七龍珠,2020/08/28,,,,2016/12/03,,加油!各位，打敗海之大胃王!!!,161,11
30,【七龍珠】比魯斯10個你可能不知道的事,/watch?v=cZTu814-fAE,15361,/channel/UCqyuwcKuaC8unHm1-fPEMgA,夢想家 DreamMaker,10 分 20 秒,1 日,七龍珠,2020/08/28,,,,2020/08/25,"夢想家,龍珠,人物,10個,你可能不知道,比魯斯,破壞神,龍珠超,第7宇宙,象帕,維斯,超級龍珠,第六宇宙,地球,美食,鳥山明,貓,啤酒,恐龍,界王神,布歐,悟空,超級賽亞人之神,第7宇宙vs第6宇宙",【七龍珠】比魯斯10個你可能不知道的事 ============================= ▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬ ❗️時間標籤❗️ ▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬ 0:00 片頭 0:47 比魯斯真的有將恐龍給滅了嗎？ 1:46 比魯斯的外形靈感是來自鳥山明的家貓 2...,295,8
31,ZARD - Don't you see! ドラゴンボールGT七龍珠GT,/watch?v=aKpqEtKzwL0,142870,/channel/UCaV4lWRF0jVm5AXg6AplvvQ,hai smile,5 分 20 秒,6 か月,七龍珠,2020/08/28,,,,2020/02/21,,ドラゴンボールGT七龍珠GT,1244,16
33,七龍珠超110  悟空新形態vs吉連,/watch?v=K-ctrH6edXg,131552,/channel/UC97hJhqT48UX8EFel074k3g,剛田胖虎副頻道,3 分 44 秒,2 年,七龍珠,2020/08/28,,,,2017/10/09,, ,329,63
34,七龍珠 GT完整片頭曲,/watch?v=jA5J3g4iNms,1550191,/user/erwin1999tw,erwin1999tw,5 分 14 秒,9 年,七龍珠,2020/08/28,,,,2011/02/20,"【七龍珠,GT】完整片頭MV,360p",這個影片已經可以說明七龍珠GT的全部ㄌ=,5953,184
35,七龍珠英雄 機台遊戲登場！親自到SEGA總部提前試玩！有 超級賽亞人4 布羅利 和 超級賽亞人4 巴達克可以用啊！,/watch?v=iat9WfkHtGM,58391,/channel/UCcZcvUS-aREu-jrCJ1bRVjw,瘋狂老爹 遊戲頻道,10 分 55 秒,1 か月,七龍珠,2020/08/28,,,,2020/07/24,"七龍珠,七龍珠機台,七龍珠英雄",這台機台真的太好玩啦！ 有時間肯定要去機台玩爆 如果大家喜歡的話 我在拍攝更多影片給大家看！ 馬上訂閱我 https://ppt.cc/fqtrHx 訂閱我的主頻道 https://goo.gl/ndRC6A 訂閱小豬 https://goo.gl/LebpwE 訂閱早御田博士 https://ppt.cc/fX...,739,45
36,"七龍珠真人版-天下第一武道大會,達爾是個暖男?│WACKYBOYS│反骨男孩",/watch?v=BQELMZNXGt0,728557,/user/KEVIN0204660,WACKYBOYS 反骨男孩,5 分 10 秒,1 年,七龍珠,2020/08/28,,,,2018/12/29,"WACKYBOYS,莊酷炫,WACKYBOYS反骨男孩,設計,創意,拍片,酷炫,KUSO,惡搞,七龍珠",我們來看看達爾平常怎麼讓布瑪爽的!! 1月底鎖定fb粉絲團會抽出iphone Max喔 衝擊盾 這裡買►https://ppt.cc/f4zgAx 小豪包膜 HAO品牌全球門市► https://goo.gl/FAL4vV ❤️❤️追蹤我們IG►►wackyboys520 ❤️❤️ 訂閱WACKYBOYS頻道影片...,8851,577
37,真的好玩嗎？超級七龍珠英雄搶先試玩！！｜七龍珠英雄【黑羽】,/watch?v=CGV61pqicjs,8887,/channel/UCgAtPDsecb-Pc5U8nXC1XGw,黑羽Live,12 分 16 秒,1 か月,七龍珠,2020/08/28,,,,2020/07/27,"日常,vlog,黑羽,雷羽,實況主,blackm3,精華,くろは,くろはね,黒羽,黑羽live,羽哥,黑羽工作室,黑羽minecraft,黑羽FGO,超級七龍珠,七龍珠,SEGA,機台",每周...每月會在主頻道隨時開台唷！記得追蹤IG、訂閱我們、按讚粉專可以隨時收到通知窩！！ 黑羽の粉絲群☛https://discord.gg/WbFNkhZ 黑羽の生活頻道☛http://bit.ly/27QQBOa 黑羽の遊戲頻道☛http://bit.ly/2dUzNkP 黑羽の周邊看這邊☛https://...,135,6
38,GTA5 七龍珠模組-悟空擊敗各路英雄!!|90000訂閱特別篇,/watch?v=QzyOjO9BRz0,1011450,/channel/UC_8ZjJOUstueP1MeaZPdzeg,RHung阿航,19 分 48 秒,2 年,七龍珠,2020/08/28,,,,2018/03/16,"GTA5,七龍珠,悟空",這模組太狂了.... 目前最強的能力 MOD: http://gtaxscripting.blogspot.tw/2017/10/gta-v-dragon-ball-script-mod-work-in.html --------------------------------------------------...,11414,528
39,布罗利篇章大结局，白神贝吉塔样子帅爆,/watch?v=WE9zH5sHaiw,604770,/channel/UCZXTFdcKuCxy1SjJA35mMtA,Sarany,13 分 35 秒,1 年,七龍珠,2020/08/28,,,,2018/09/21,, ,2782,891
40,七龍珠改 開場主題歌,/watch?v=OxmeinOmz2s,438871,/user/13524x,13524x,1 分 25 秒,5 年,七龍珠,2020/08/28,,,,2015/02/13,,原名：ドラゴンボール改、Doragon Boru Kai 英文：Dragon Ball Kai、Dragon Ball Z Revised 中文：七龍珠改、龍珠Z改 原作：鳥山 明 主旨：夢、友情、冒險、勇氣、正義 製作廠商：東映動畫 YouTube頻道：https://www.youtube.com/chann...,2048,63
41,【抽卡】七龍珠爆裂激戰 昇龍祭 超級賽亞人孫悟空 雙人80連抽 歐洲定非洲,/watch?v=X7leBv_XdW0,2037,/channel/UCtOTb6Okeq9hC3MofZC9GSg,Alex &amp; Tiffany Channel,7 分 33 秒,4 か月,七龍珠,2020/08/28,,,,2020/04/21,"ドラゴンボール,レジェンズ,ガチャ,ドッカンバトル,ドッカン,ゲーム,やり込み,バトル,カード,カテゴリ,フェス限,ガシャ,ドッカンフェス,dragonball,dragon ball z dokkan battle,dokkan battle,dragon ball super,dragon ball z,dokkan battle mod,gogeta,vegito,broly,gogeta blue,free dragon stones,dbz,eza,showcase,summons,dokkan battle str cooler,cooler armored squadron,transforming cooler,str cooler active skill,str cooler ost,str coora ost,七龍珠,爆裂激戰,Dokkan Battle,LR,DOKKAN祭典,Super Saiyan Category Team,ドラゴンボールz ドッカンバトル,撒亞人日,超級賽亞人孫悟空,昇龍祭","#Dokkan Battle #龍珠爆烈激鬥 #抽卡 #ドッカンバトル #昇龍祭 如果你喜歡我的視頻, 請給本片一個like, 並點擊那個大紅色的訂閱按鈕 謝謝。",23,3
43,【龍珠故事】七龍珠賽亞人起源故事，戰鬥民族的興衰史。,/watch?v=zmCjmOYTtDU,112930,/channel/UCeXk2e7j5LhmyMA0o56jvfA,奇思妙想的兜兜,13 分 2 秒,5 か月,七龍珠,2020/08/28,,,,2020/03/06,"龙珠漫画,漫画讲解,龙珠,七龙珠,卡卡罗特,贝吉塔,孙悟空,龙珠解说,弗利萨,孙悟饭,龍珠,七龍珠 卡卡羅特,貝吉塔,孫悟空,龍珠解說,弗利薩,孫悟飯,龙珠Z,龍珠GT,龙珠GT,龙珠超,比鲁斯,希特,扎马斯,维斯,特兰克斯,开尔,吉连",長期更新龍珠 主頁有更多內容：http://suo.im/6090DO 喜歡的觀眾老爺點贊+觀眾哦！,844,93
45,孙悟空超赛神,/watch?v=vnJWQxtavEQ,49491,/channel/UC-fXSygBrf4XhESZ_rshvsQ,liang william,1 時間 25 分 8 秒,7 か月,七龍珠,2020/08/28,,,,2020/01/20,,孙悟空超级赛亚人之神大电影日文版,560,30
46,七龍珠爆裂激戰(Dokkan Battle)─五週年DOKKAN祭典!終於看到另外二種抽卡動畫啦!,/watch?v=QgwjBM5LE1M,10196,/user/archeryang12,archeryang12,33 分 5 秒,1 か月,七龍珠,2020/08/28,,,,2020/07/09,, ,115,20
48,七龍珠Z 復刻RPG #1 奪回悟飯,/watch?v=3Fm8htFhZME,915,/user/r800123,隱世厝鳥,19 分 24 秒,1 年,七龍珠,2020/08/28,,,,2018/09/13,"ドラゴンボールZ,七龍珠,RPG,懷舊,厝鳥,芒果,孫悟空,達爾,練等,氣功",復刻FC 『ドラゴンボールZ 強襲！サイヤ人』 『ドラゴンボールZ II 激震フリーザ！！』,6,No
50,七龍珠 賽亞人咖啡廳｜納美克星的泉水咖啡 Dragon Ball Coffee ｜鐵牛婷婷Vlog,/watch?v=pkmWuvvFuVI,45046,/user/555555Family,鐵牛Ironbull,10 分 19 秒,4 か月,七龍珠,2020/08/28,,,,2020/04/14,"鐵牛,婷婷,夫妻,拉麵蜜月,拉麵,遠距離戀愛,哈娜比,鐵牛開箱,鐵牛老婆,一番賞,GK,七龍珠,悟空,貝基塔,布羅利,賽亞人,超級賽亞人,宜蘭,中二",龍珠迷快來精神時光屋喝咖啡 喝完我們一起向神龍許願 有一天我們要一起去納美克星 歆窩咖啡: https://www.facebook.com/歆窩SingCafe-844062925712181/ 宜蘭縣宜蘭市健康路二段59號 #鐵牛婷婷 #七龍珠 #賽亞人 訂閱鐵牛👉https://reurl.cc/W4a26...,955,19
53,【開箱趣】七龍珠Fighter Z Nintendo Switch開箱加強版系列#67〈羅卡Rocca〉,/watch?v=r95p9Noy9f8,96096,/channel/UCkQMrI3g9wV2F5CsIi6odmQ,羅卡Rocca,10 分 4 秒,1 年,七龍珠,2020/08/28,,,,2018/10/01,"Nintendo,Switch,任天堂,老任,PS4,七龍珠,dragon ball,fighterz,電動,電玩,電視遊樂器,遊戲,游戲,GAME,羅卡,Rocca,悟空,達爾,貝基塔,貝吉塔,特南克斯,悟天克斯,弗力札,弗力沙,魔人普烏,天下第一武道會,格鬥,開箱,試玩,超級賽亞人,賽亞人,氣功,元氣彈,場景,BGM,便利性,攜帶性,入手",我是羅卡Rocca，歡迎光臨我的頻道！ 訂閱頻道: https://goo.gl/HsWH3X 看到現在的七龍珠，都已經變到看不太懂的狀態了，藍髮悟空，雖然有另外一種帥的感覺，不過真的有點陌生吶XD #七龍珠 #龜派氣功 #格鬥遊戲 上一部影片: https://youtu.be/gIaIcKKlxak 普雷伊西...,516,45
56,FC七龍珠z3 特南克斯大絕招,/watch?v=q66XU1g0vZM,223253,/user/86kazamy,86kazamy,11 分 17 秒,7 年,七龍珠,2020/08/28,,,,2012/12/31,"烈戰人造人間,七龍珠,七龍珠z3,烈戰人造人,人造人,Dragon Ball Z 3,烈戦人造人間",人造人999的血太少了..貓個二下就ko了..改成3000滴差不多,207,83
